userName,score,at,content
Habibah Musyarofah,2,2024-09-22 12:10:41,"agak kecewa sama telegram sekarang soalnya banyak banget yang nge bug daripada 2 tahun yang lalu.. sekarang tuh kalau hapus sama nambahin profil loading nya lama banget, kadangkala malah error dan profilnya gabisa dihapus. terus buat yang di channel itu kadang pesannya muncul kadang nggak. tapi at least tele udah bagus... but imo coba lebih di perbaiki lagi agar menambah kenyamanan pengguna =) thank you.. i hope my suggestion is heeded!!"
Bunga Novita,1,2024-09-22 04:39:50,"Tolong banget diperbaiki ya, saya mau bikin akun baru pake nomor baru gabisa. Malah kode dikirim ke telegram perangkat lain, kalo bisa verifikasi kode bisa dikirimkan melalui sms/WhatsApp/telepon. Ini sangat mempersulit pengguna baru untuk menggunakan telegram. Mohon segera dierbaiki, jika sudah diperbaiki akan saya beri ulasan yang lebih baik"
Ernih Sudirman,1,2024-09-21 19:34:27,Saat ingin menghubungi seseorang lewat telegram. Disitu tertulis 'undang' padahal di akun teman-teman saya normal2 saja. Mau dikata butuh update tetapi ini sudah versi terbaru. Mohon diperbaiki. Atau mohon arahannya sebab nilai kuliah saya tidak maksimal karna tidak terhitung pengumpulan tugas telegram nya.
Des Rivan,1,2024-09-21 15:54:55,Aplikasi chat yang berat data dan lama respon chat tidak seperti whatsapp.. Bagaimana mau nyaingin whatapp aplikasi TELEGRAM banyak bug nya dan tidak smooth.. Parah ni apk
Wati Ningsih,1,2024-09-21 09:04:03,"Saya susah login, tertulis kode dikirim ke aplikasi telegram anda, SIM Card saya sudah lama, belum pernah pakai telegram ini baru mau daftar, kok bisa kode dikirim ke telegram. Bingung saya, sgt sulit daftarnya."
Wawin,1,2024-09-21 06:30:24,"Loginnya sdh banget no baru kode masuknya katanya dikirim diaplikasi telegram di device yang lain padahal gak pernah login, bintang 1 sampai loginnya dipermudah dan tdk ada masalah serupa lagi"
Nur Holis,4,2024-09-20 15:46:22,"Mau login aja susah bet, giliran udah keluar code buat verifikasi malah gk bisa di gunakan.......Terima kasih karena telah mengirim kode buat verifikasi lewat WA, dan code tersebut bisa di gunakan (Edit)"
Azzam Setiawan,1,2024-09-20 12:20:52,"SANGAT MENGECEWAKAN!! LOGIN SANGAT SUSAH SEKALI!! BARUSAN SAYA MAU LOGIN DENGAN NOMOR BARU & MASIH AKTIF, TETAPI TIDAK BISA MENERIMA KODE DARI PIHAK TELEGRAM & AKUN SAYA SEBELUMNYA KENA BLOKIR, SAYA TIDAK TAU APA PENYEBABNYA, SAYA SUDAH KIRIM EMAIL TETAPI TIDAK ADA RESPON DARI PIHAK TELEGRAM!! TOLONG PERLU DITINDAK LANJUTI!! SAYA SANGAT KECEWA SEKALI!!"
La Udin,1,2024-09-20 06:53:33,"Kenapa telegram akhir"" ini kinerja nya kurang bagus. Dari download nya lama,sering pending,pas nonton notif nya tidk bisa menonton di apk ini. Tolong di perbaiki lagi biar bintangnya saya ubah lagi, inu udah 2024 akhir tapi tele masih saja lemot dan saya kasih ulasab 2022 lalu dan masih seperti biasa"
Hermawan Arrosyid,2,2024-09-20 05:30:00,"Buat akun telegram baru dengan nomor baru tidak bisa mendapatkan kode otp, malah disuruh buka telegram yg nomor baru aja mau di daftarkan, lah gunanya itu, dulu ada opsi mau lewat sma atau telefon atau email untuk menerima kode otp, giliran cs di email tidak sama sekali ada respons sampai saat ini.."
Dani Harunemo,5,2024-09-19 18:10:24,"Sengaja aku kasih bintang 5 biar di baca semua orang, aplikasi ini sudah rusak, sudah tidak bisa di buat login nomor baru, urungkan niat kalian buat download aplikasi ini biar gak nyesel, aku sudah coba login berkali kali tetap tidak bisa, aplikasi goblog"
Ciska RA,3,2024-09-19 15:10:38,Nomor telegram ku terblokir pdahal gk trlalu sering online. Tapi kayak nya ada yg hack telegram aku setelah di buka banyak pesen ke semua kontak pdahal gk buka sma sekali dari seminggu yg lalu baru buka aja lgsung gtu pas mau buka lagi malah trblokir. Tolong dong tingkatkan agar tidak ada yg hack telegram org org yg gk tau apa.
fellycia samputri,1,2024-09-19 14:03:11,"Telegram kenapa setiap mau kirim kode verifikasi selalu ga bisa? Tulisannya bakal di kirim ke device lain, padahal ini nomor baru. Udah coba berkali² tetep ga bisa, mau login lewat email juga ga bisa, udah komplain kirim surel juga masih tetep sama aja. Mohon kedepannya telegram bisa lebih baik lagi."
Agung Parker,1,2024-09-19 07:44:14,"Dibilang SMS otp verifikasi sudah dikirim ke no tlp. Tapi mana SMS nyaaaaa? Gak ihklas dana saya ada di staking wallet, sama garapan airdrop udah gede gede tapi mau login aja susah banget.. Sangat buruk!"
zara,2,2024-09-18 15:52:58,sering update terbaru makin kesini banyak masalah. 1. mau nambahin akun gabisa padahal pake nomer baru. 2. tiba2 kelogout sendiri 3. banyak bug nya (kadang mencet link gabisa padahal sinyal lancar jaya) 4. OPSI KE 1 PLS.. di tutor manapun tetep gabisa tambahkan akun. pdhl dulu bisaa dan bahkan bisa di clone !!!!!
Adinta Valentina,1,2024-09-18 15:39:53,"pliss lagi butuh banget malah masalah di login terus gegara nungguin kode gak dapet dapet, udah dicoba berkali kali tetep gak bisa. Tolong dong lebih cepet lagi kinerjanya, udah banyak complain dari pengguna masa gak ditanggepin sih?"
Andhi Hakim Avissina,5,2024-09-18 03:33:06,"Bantu saya untuk mengaktifkan kembali telegram, karena setelah hp direset apk meminta saya untuk mengirimkan kode verifikasi dari perangkat telegram yg lain. Padahal hp sdh direset, otomatis data di telegram lama tdk bisa dipakai"
SBT FAMILY channel,5,2024-09-18 03:06:36,"saya kasih bintang 5 karna saya kecewa dan sungguh sangat mengecewakan,,dari semalam saya daftar sampe sekarang tidak bisa dikarenakan kode OTP tidak dikirim ke no saya padahal no nya sudah benar..untuk pihak developer tolong diperbaiki..."
Susi Nawaroh,1,2024-09-17 21:57:48,"hallo telegram, kenapa ya punya saya tidak bisa daftar karena kode ga ke kirim kekirim padahal sudah pakai nomor baru dan malah ke kirim ke perangkat lain, aneh padahal saya baru aja mau buat akun, mohon di perbaiki yaa"
BeAndroid Games,1,2024-09-17 11:34:17,"Dompet tele tolong diperbaiki, sudah transaksi malah macet di verifikasi sehingga uang saya tidak jelas statusnya bagaimana. Kecewa sebagai pengguna dompet tele sehingga beralih ke dompet platform lain."
Dimas arrahmat Al-fathulah,2,2024-09-17 07:57:18,Tolong kepada pihak developer. Untuk batuan nya. Saya . minta tolong pulihkan akun saya secepatnya. Dan tolong juga dengan seluruh data base yg sudah saya masukan. Asli parah Baru top up. Langsung di banned Tampa peringatan!!! .
Novalya Yoni Ramadhani,1,2024-09-16 13:35:50,"ini aplikasi bermasalah banget sih menurutku, udah coba login pake tutor apa pun tetep ga bisa, muncul pop up ""sedang ada masalah internal, coba lagi nanti"" terus dan ini udah berbulan-bulan. Perusahaan telegram sehat kah? mau sampai 100 kali saya coba login pun ga akan bisa ini kayaknya."
Rizal Panani,1,2024-09-16 10:50:32,"Ada bug yg mengatasanamkan perusahan D.I.Y. sehingga pas di klik tele kita menjadi eror dan tidak bis login, tolong segar di follow alup, dan di perketat lg pemerograman nya, kalau gak bisa mengatasi hal ini hapus aja afk ini dr play store, karna ini data pribadi kita"
Nanda Napitu,5,2024-09-16 08:35:58,"aplikasi ini sangat bagus cuman masalahya kata sandinya udh di kirim ko ga mau terbuka dan terus kode verifikasi nya udh di kirim mslh kata sndi nya udh benar cuman ko ga terbuka mohon di perbaiki sedikit dan ga ush harus pakai telegram premium apalgi bayar, banyak privasi tersebut tp hrskn mnggunakn telpremi itu mohon di kurangi yaa🙏🏻🙏🏻"
Fanscute,4,2024-09-15 12:42:11,"Lumayan baguss, cuma rada rada sukaa ngeleg tapii gapapa tetep sukaa ama TELEGRAM cuma saya masi rating 4 karna masi ada gangguan atau ngelag di TELEGRAM kadang suka kembali sendiri dll nanti setelah di perbaiki saya kasi rating 5 untuk aplikasi telegram ini."
Inkha Fawahis,1,2024-09-15 12:23:03,"Susah banget mau login aja kode nya ngak muncul2 udah coba berkali-kali sama ajaa padahal belum pernah buat akun tapi ngak mucul Tolong untuk developer tambahin dong fitur login lewat akun google, kecewa sama telegram 😞"
hesky surya,1,2024-09-15 03:23:21,Makin di upgrade makin jelek telegram. Masak pencarian orang di sekitar di hilangkan dari apk. Jelek banget telegram sekarang. Munculin lagi dong pencarian orang2 sekitar. Supaya kita bisa menemukan orang2 di sekitar kita.
Tito Syarif Santosa,1,2024-09-15 00:42:04,Saya sangat bangga dengan telegram.. canggih..tapi sayang aplikasi logout sendiri saya coba login OTP terkirim via sms.tiba tiba telegram meminta password .padahal saya belum pernah input password dan input email pemulihan. Saya kirim email.DM via X.meminta bantuan via web sampai saat ini belum ada respon dari pihak telegram.bagaimana nasib akun premium saya.star yang sudah dibeli.bagaimana bot air drop yg telah saya ikuti apakah bisa kembali?saya telah dirugikan.mohon dengan sangat bantuannya.
Indah Oktavia,3,2024-09-15 00:34:07,"over all aplikasi telegram bagus banget banget, cuman sistemnya kadang error, jaringan bagus tapi tetep loading terus ini tiba tiba akun aku keblokir padahal ga pernah spam/pelanggaran yang lain, telegram cuma aku jadiin tempat ngobrol aja, pihak tele tolong recovery please.."
Stelwis prisa Manullang,1,2024-09-14 15:41:46,"Apa apaan apk ini....kode verifikasinya ngak di kirim sama sekali dan waktu menunggunya pun lama 2 menit,itu pun tidak ada..alasannya telah kami kirim ke kotak SMS.tapi novikasi SMS nya pun ngak ada dikirim..mungkin dikirim ke kotak sampah kayaknya ini."
greisy jiee,5,2024-09-14 12:55:43,"Bintang 5 buat telegram, luv bgt tp kog pda jrg ad yg make ya? pdhal fitur2nya juga oke udh bisa bikin status juga emoticonya juga mwantul stiker banyak. bs ganti tema juga plisss jgn update ky sblah aku suka bgt pake tele😭😭😭🩷"
Fuminakami Zeta.,1,2024-09-14 04:10:17,"Pls lah, kalo ngirim kode verifikasi minimal lewat SMS/WhatsApp kek, susah tau login nya, padahal udah kirim nomor dengan benar, pls lah next update mending jadiin SMS/WhatsApp buat kirim kode verifikasi, parah si malah disuruh pakai nomor lain, padahal udah masukin dengan benar."
arlih Setiawan,1,2024-09-14 03:51:18,"Aplikasi busuk semakin updet semakin rusak ! Tolong juga seharus nya di kasih login akun biar lebih muda biar tdk terjadi kesalahan internal susah di coba berkali"" masih saja"
Aliza Idamayanti,4,2024-09-13 18:40:52,Sebenernya semuanya udh bagus cuman akhir² ini ada bug nya mulai dari gak bisa nelpon orng awal awal bisa tapi lama kelamaan malah gak bisa nelpon kadang juga suara di os grub sering hilang tiba²
Putri Ayu,1,2024-09-13 08:43:12,"Udah berhari hari daftar gk dapet2 kode verifikasi, menyebalkan padahal sinyal udah bagus nomor juga baru masih aktif,udah kirim lewat email dan gmail juga tpi gak ada verifikasi sama sekali. Ya udah aku uninstall aja"
Naa,5,2024-09-13 02:45:47,"Tolong tambahkan fitur donasi saat di channel biar orang yang mampir ke channel saya bisa donasi ovo,gopay,dana,paypal dll.. Tolong buat fitur channel nonton vidio, setiap diputar vidio harus bayar/di buat 1 vidio nonton harus bayar. Karena aku butuh uang."
CORA• FF,5,2024-09-12 18:30:30,Tolong depelover os 5.1 android setelah update terjadi banyak bug untuk bot telegram tolong untuk segera diperbaiki karna sangat mengganggu dan menghambat kinerja.. Terimakasih
Reisya Azizila,1,2024-09-12 17:32:31,"Apaan banget woi telegram sekarang ribet banget, saya ni abis beli nomer mau di log in tele eh mlah ga bisa katanya kode nya di kirim ke perangkat lain, kan aneh??? Saya aja blm pernah log in masa udh begitu. Trs jg kl abis log out trs selang seminggu mau log in ga bisa kode nya ga muncul², eror poll Mna hrs reset2 surel, tolonglah di perbaiki apk nya!"
Shafi Zuhair,1,2024-09-12 15:50:00,"aplikasi sangat buruk dan sampah, saya sangat menyesal menggunakan aplikasi ini, nomor saya di banned entah kenapa, padahal nomor itu sangat penting untuk tugas dan banyak file penting untuk pekerjaan pribadi saya dan di banned oleh telegram."
Riyadi Yadi,1,2024-09-12 09:40:42,"inii telegram sekarang gimana si susah banget buat login udah emailnya bener no bener tetep gabisa masuk ada tulisan,unable to sms.please try again later.mau coba lagi udah gabisa harus download telegram lagi tetep gabisa masuk,dulu gampang cuma masukin no terus dapet kode masuk udah,di bikin kaya dulu aja loginya dongggg yang sekarang susahhh,tolong dong di perbaiki minn"
Subiyanto Kurniadi,1,2024-09-12 05:50:43,"sementara saya kasih bintang 1 dulu kenapa? karena saya gak bisa masuk lagi ke telegram menggunakan nomer saya yang lama harus menggunakan device lain dan punya telegram juga di device lain, pliss jangan kayak gitu lagi soalnya mau ngabarin bot yang ada di telegram, benerin dulu ya aplikasi nya baru ku kasih bintang 5😊"
Iis Rohaeti,5,2024-09-12 03:20:18,Mohon solusinya.... Saya tidak bisa main game di telegram... Sebelum nya saya pake telegram.. karena hp saya lemot hp nya saya reset ke stelan pabrik... Telegram saya download lagi saya coba buka game yg biasanya Maini ternyata tidak bisa di buka..buka Walet juga tidak bisa
Kania Yulianti,3,2024-09-11 16:31:14,"Telegram tolong bantu saya. Saya tidak bisa login karena nomor verifikasi tidak masuk terus. Via telepon tidak bisa, via SMS juga tidak ada kode yang masuk. Apa yang harus saya lakukan? Jaringan internet dan selular baik, nomor pun sudah sesuai.."
Gina Zulfa,1,2024-09-11 12:54:20,"kecewa berat!!!! saya tidak bisa log in ke akun saya sendiri, saya tidak mendapatkan kode ketika akan verifikasi padahal itu no saya sendiri, nomornya masih aktif, ketika saya memilih opsi mendapatkan verifikasi dari telpon tetap saja tidak ada telepon sama sekali!!! KECEWA, TOLONG PERBAIKI!!"
Sakti Sakti,1,2024-09-11 10:36:54,"Woyy. . Urusin noh aset user wallet in tg yg assetnya ditahan sama third partymu. . . Jangan tutup mata lah. . . Wallet nahan asset user tanpa alasan yang jelas!!, ngejebak user dengan fee transfer antar telegram. . Lalu mengunci aset user di wallet. . . Menjanjikan reward 10k dogs jika claim ke wallet. . Tapi sampai sekarang hanya penguncian asset yg user dapatkan. . Reward yang di janjikan hanya sekedar bentuk penipuan semata. . Dan tak pernah ada yang mendapatkan. ."
Andi Agung Siti Atikah,1,2024-09-11 04:32:59,"Tiba2 TELEGRAM terkeluar. Terus coba login ulang, katanya akan di telpon untuk verifikasi, nyatanya tdk ada. Jadi saya tidak bisa login ke TELEGRAM sya, sedangkan semua info2 penting ada di sana."
Erik Juliyanto,1,2024-09-11 03:02:19,"tolong lah ini update baru nya makan memori banyak banget, memori/cache terus bertambah padahal cuma buat chating doang, foto & video juga selalu dihapus, tapi memori/cache aplikasi nya ga bisa dihapus dan terus bertambah, mending pake versi sebelumnya"
Hisyam Adji,1,2024-09-11 01:08:29,"Masalahnya seperti kebanyakan orang, nomer baru tidak bisa daftar karena kode verifikasi nya di kirim ke akun telegram, padahal nomer nya baru. Dan giliran mau ganti nomer harus nerima kode verifikasi, kode verifikasi nya di kirim ke akun telegram, pas udh login di chrome buat liat kode verifikasi nya malah ga bisa karena demi keamanan akun, padahal ga kenapa kenapa kan akun telegram nya pas di ganti nomer, lagi pula yang masuk ke chrome nya juga diri sendiri bukan orang lain."
Chelsea Febriana,2,2024-09-10 22:21:26,"Udah ga kaya dulu, sekarang mau buat akun telegram aja susah padahal nomor yg di kasih baru tapi gabisa dan kode verifikasi nya ga masuk dari SMS maupun email"
Wanju agus Sinaga,1,2024-09-10 16:27:52,Semakin hari telegram ini semakin meresahkan saja.dulu masih ada nearby/daerah sekitar yang menggunakan telegram.sekarang sudah tidak ada lagi kita mau mencari nearby.tolong di perbaiki kalau masih mau di gunakan oleh kami pengguna telegram.trimakasih
Nadya Ayudin,1,2024-09-10 16:23:08,"TELE BUTUT BBGT JELEEKKKKK nomor yang belum kepake aja udah gabisa login, malah nomornya kayak udah kepake PADAHL NOMOR BARUUU.......terus pas mau dapet kode nya error terus najong najong bubarin aja ni tele nyebelin ngeselin bngt gajeLASSSSSSSSSSSSSS"
Cicilia Paramitha,1,2024-09-10 10:13:43,"baru install langsung kena hack. diminta kode verifikasi, giliran sudah di isi tiba tiba ada notifikasi ada perangkat lain yg login akun saya. sudah secure verifikasi dua langkah, lepaskan sesi perangkat lain, tapi tetap tidak terlepas."
Sayyid Anies Alkaaf,5,2024-09-10 08:51:27,Aplikasi yang sangat bagus dalam menjaga privasi dari para penggunanya! Saya berharap kedepannya Telegram bisa menghapus bot yang meresahkan yang ada di dalam aplikasi ini agar para pengguna bisa semakin nyaman dalam menggunakan Telegram! Selebihnya aplikasi ini sudah sangat baik bagi saya!
Topan Kendis,1,2024-09-10 05:04:21,"Ini knp GK bisa daftar udah bulak balik gak dapet code nya parah banget nih aplikasi nya ,,benaran gak bisa bisa dong kirain error berapa hari doang , aplikasi kocak daftar aj gak bisa kode nya aj GK muncul muncul"
Deviyanti Putri,1,2024-09-10 01:06:11,"Telegram sekarang emang error apa cuma di hp sy saja yg error? Masa mau daftar akun gak bisa-bisa, udah beberapa hari berturut-turut sy coba daftar tetap aja gak bisa, ada penjelasan gak sih kenapa bisa seperti itu? Tolong banget dah😖😖😖"
Mutiara Zenka Rismaya,1,2024-09-09 14:09:23,"telegram ga kaya dulu lagi, dulu kode verifikasi bisa masuk lewat email ataupun SMS sekarang ngga bisa kalau kaya gitu mending di perbaiki dulu deh."
Fitria wilda yuningsih Wilda,1,2024-09-09 13:43:26,"Kenapa aplikasi ini sekarang GK bisa daftar akun, kebanyakan update, tolong pihak telegram coba kalau daftar akun jangan dibikin ribet ."
Kadek Juniarta,2,2024-09-09 13:06:36,"Kenapa saya hari logout otomatis setiap buka telegram. Akun telegram saya sudah kyc full dan ada banyak aset digital crypto dan juga airdrop yang sedang bejalan. Bahkan saat saya menulis review ini saya tidak bisa login lagi dengan notifikasi ""too many attempt"". Kenapa dan apa yang saya harus lakukan. Mohon dibantu kemana saya harus memulihkan akun saya dan mendapatkan kembali akun saya"
POKCIT,1,2024-09-09 05:01:42,"Kecewa UPDATE nya ternyata udah ga ada Fitur ""Pengguna Sekitar"" Ga Seru lagi dan aku kifa beda sama WA, Bosenin!!! Mending WA gax ada Fitur Pengguna Sekitar tapi Bagus. KeCeWa Banget!!!"
Guntur Suyanto,2,2024-09-08 14:38:46,"Mengecewakan, verikasi walletnya susah, gagal lagi. Di tolak. Sekali di tolak sudah gak bisa verifikasi lagi. Bantuannya juga tidak membantu. Gak ada titik terang, di tambah lagi bahasa inggrisnya. Coba kalau ada bahasa indonesianya"
Aang Kunaepi,1,2024-09-08 07:25:54,"Aplikasinya mengecewakan mau daftar akun saja tidak bisa dan eror terus, terus akun pertama saya juga tiba² kena blokir, apknya bener bener gak jelas saya sangat kecewa 😐"
Dianitha Ariella,3,2024-09-08 02:02:29,Kenapa ya telegram aku gamuncul story orang lain selain yg ada di kontak bawaan wa. Jadi story orang lain tuh gamuncul di tele aku gitu. Tolong solusinya dong
Haryono Teguh yth,1,2024-09-08 01:08:50,"Pasang telegram dari seminggu yang lalu gak bisa bisa, karena tidak bisa terima kode yg dikirim ke nomer yg baru didaftarkan ke telegram...aneh..dan bantuannya juga gak pernah di respon...maksudnya bagimana?"
A 1,1,2024-09-07 23:26:41,"Saya mau daftar tapi tidak ada opsi untuk verifikasi nomor seperti kirim SMS, kenapa akun yang baru mau daftar kode verifikasi nya dikirim didalam aplikasi telegram padahal saya belum daftar akun sama sekali"
Elshako RpG,1,2024-09-07 15:36:43,"Daftar menjadi pengguna ribet tidak menerima kode verifikasi via sms , verifikasi melalui email tidak ada dalam fitur app tolong perbaiki lagi agar mudah untuk mendaftar menjadi pengguna saran saya verfikasi kode melalui WhatsApp saja atau melalui email."
Abdul Latif (Kisara),1,2024-09-07 13:33:05,"Kami akan buat petisi dari seluruh pengguna ponsel di indonesia kepada pihak telegram secara massal untuk MEMBLOKIR aplikasi telegram ini secepatnya jika masalah ""KODE VERIFIKASI LEWAT OTP"" tidak segera ditindaklanjuti."
Hendri Yanto,5,2024-09-07 10:17:53,"ada bug yang merupakan salah satu yang sangat meresahkan menurut aku 1 saat kita tekan link download modul selalu berubah file ekstensi nya yang dari awalnya berformat (.zip) berubah menjadi (.bin). yang ke 2 ketika kita beralih download dari telegram ke chrome aplikasi telegramnya serin FC (force close, di beberapa custom room yang kami gunakan) mohon lebih di tingkatkan lagi dan di perbaiki masalah bug tersebut 🙏, untuk opsi lain menurut aku sudah sangat bagus dari aplikasi telegramnya ini ❤️"
merry saja,1,2024-09-06 23:22:32,"Saya tidak dapat mendaftar dengan nomor handphone baru, kode disuruh lihat telegram di device yang lain. Sedangkan nomor tersebut belum pernah daftar telegram,,,bagaimana mau buka telegram di device lain. Sementara pilihan SMS atau telpon tidak ada di sistem. Aplikasi telegram jauh lebih baik versi 2021 daripada versi sekarang ! Tentu saja telpon dan SMS bisa dipergunakan karena aplikasi lain lancar seperti WhatsApp etc. Hanya aplikasi ini yang bermasalah dalam pendaftaran kode"
Eghi Ramadhani,1,2024-09-06 15:28:00,"Setelah ganti device ke hp lain, saya tidak bisa masuk menggunakan no hp saya ke telegram.... harusnya ada cara lain agar bisa masuk, lewat google untuk kirim kodenya, kan lebih enak soalnya menggunakan no hp lewat sms jadi ga bisa, maaf saya kasih rating 1 agar di perbaiki masalah ini, kalo sudah diperbaiki dan dapat masuk ke telegram, maka akan kasih rating 5"
Shibaa,1,2024-09-06 14:22:31,"Fix lah, tele broken se broken brokennya. Hapus keamanan masukkan email, kembalikan verifikasi melalui kode sms. Sok sokan untuk keamanan padahal menyusahkan. Kritikan lewat playstore dan di email apakah sudah kau baca??!?!"
Nayla Rahma Arini,2,2024-09-06 11:43:14,setiap mau login nomor selalu nggak bisa karena kode verifikasi udah dikirim diperangkat telegram lain. padahal nomornya belum ke daftar. nggak jelas
Deni Nolep,4,2024-09-06 11:15:59,"Sekarang beberapa hari terakhir, Telegram memiliki bug. Bug nya cuma di fitur ""Pengguna Sekitar"", termasuk ""Grup Sekitar"" juga. Jadi pengguna yang sudah mengaktifkan fitur tersebut, tak terlihat oleh pengguna lainnya. Entah layanan lokasi di perangkat saya yg error, atau emang aplikasinya. Untuk sementara, bintang 4 dulu ya ☺️"
Aris Dewi,1,2024-09-06 08:33:30,Gimana sih mau masuk aja susah pake nomer sendiri akun masih nyangkut di ponsel yang lama. Ribet amatt otp masuk di ponsel lain.. Hidup udah susah tambah dibikin susah sama aplikasi. Tapi rasanya percuma ngeluh disini ga ada yang dianggap. Lewat bantuan aja dicuekin .. Pea admin2nya
Musran Ibrahim,1,2024-09-06 00:41:07,"Aplikasinya gak maksimal,,,,,terlalu banyak bug yg mengganggu,,,,baru mau login aja udah di persusah,,,,gimana mau berkembang kalau kayak gitu,,,,jujur kecewa luar biasa sama developer nya,,,,smga Bisa di perbaiki segera,,,,untuk sementara uninstall dulu"
Noval Mukti,2,2024-09-05 23:49:18,"""mohon maaf sebelumnya saya izinn memberi kritikan tentang aplikasi telegram ini, duluu awall saya download aplikasi ini sii lancar lancar dann aman aja, tapii sekarang mulai muncul banyak masalah seperti kadang chatnya ga ke kirim ituu tadi kritik darii saya, saya harap anda membacanya dan segera memperbaikinya"""
Mahrizan Arrizkie,1,2024-09-05 22:51:48,"Akun tele saya tiba-tiba logout saat sedang saya buka. Saya coba login kembali tetapi kode verifikasi lewat sms tidak kunjung dikirim oleh telegram resmi, malah banyak pesan sms kode otp dikirim sama penipu-penipu bahkan di Whatsapp, si penipu menggunakan akun bisnis untuk mencoba memberi kode OTP. Padahal kode verifikasi dikirim melalui sms, kok bisa ada yang kirim lewat Whatsapp. Berarti itu jelas-jelas penipu/hacker"
Siham Hamda Zaula M,1,2024-09-05 16:37:26,"Sekarang tele sangat mengecewakan ga kaya dulu, mau daftar akun aja ga bisa sama sekali. Kode verifikasi ga pernah muncul meski udah pake metode SMS maupun email. Kalo masih error kaya gini mending ke discord atau signal aja yang ga ada masalah pas bikin akun"
aisha N.A,1,2024-09-05 09:47:46,ini akun lama sy tp krna hp ngelag terus sy hapus dan sekarang downlod lg tp pas mau masuk kenapa tidak dpt kode untuk veirikasi nya jd nggak bisa di pakai ini telegram nya kenapa untuk login masuk saja susah bgt
Joko,1,2024-09-05 06:50:56,"Plis bgt mau daftar/login ga bisa kenapa? Plis yg tau cara nya kasih tau, semua kode g masuk,dari SMS terutama terus lgsg error' udh berapa kali hapus dan install ulang ttp sama, sampe download yg tele x pun sama, ini udh ada sebulan begini dr awal coba plis kasih tau cara nya"
Virgie Irawan,1,2024-09-05 05:13:10,Saya menggunakan telegram sudah lama baru kali ini saya tidak bisa ke akun saya dan tidak bisa buat akun baru menggunakan nomer baru juga malah gak menerima kode apa maksudnya kalo ada masalah tolong perbaiki lah
Ren Katsura,1,2024-09-04 15:43:36,"Tolong nih pihak developernya,perbaiki apk telegramnya agar mudah buat login karena saat ini susah loginnya,udah nungguin kode verifikasi lewat sms tapi malah ga muncul kode nya. Update kedepannya tolong di perbaiki"
Yovi Gusda mardiany,1,2024-09-04 15:23:00,Berhari² coba log in/ buat akun baru tetap nggak bisa. Kode Verifikasi nggak masuk terus. Padahal nomornya aktif. Dulu nggak sesulit ini log in/ buat akun. Sekarang ribet banget prosesnya
Sarah Zieah Ahmed,3,2024-09-04 09:47:18,kenapa selalu gagal buat akun telegram ? padahal sampe ganti nomer sama email ttp gk bisa selalu kendala'a unable to send SMS tolong admin kasih penjelasan kenapa bisa begitu?
Arya Satya pratama,1,2024-09-04 07:49:33,Ini kenapa telegram sama sekali tidak ada kiriman kode dari SMS saya sudah coba beberapa kali tapi tidak bisa saya disini untuk meminta tolong untuk memperbaiki aplikasi ini dengan mudah terima kasih☹️🙁
Gestisuci Setiawati,4,2024-09-03 17:18:45,Telegram sangat bagus namun saya harap filtur telegram prabayar nya mohon di hilang kan karena banyak orang yang kena limit permanen setelah telegram premium dan juga ngelag saat di gunakan seperti memperhatikan terus dll
Rizza Pratama,1,2024-09-03 15:58:13,"g bisa login lewat sms,google atau platfrom mana pun yg ada di tele, waktu lewat sms pemberitauannya selalu (kami telah mengirim kode ke aplikasi telegram untuk +62******** di perangkat anda yg lain) sedangkan itu nomer baru, dan saat memberi tahu lewat email minim respon padahal sudah diminta tolong berkali²"
제노Ggff,2,2024-09-03 13:59:57,"Sejujurnya bagus sih lumayan, tapi aku mau daftar no baru gk bisa karna no lama mati jadi pakai no baru tapi gk bisa katanya no baru aku gk bisa padahal sudah aktif"
Muhammad Habibi,1,2024-09-03 09:31:14,"Login pakai nomer baru kode nya dikirim ke perangkat yang lain,padahal jelas jelas nomer baru. Sampai beli nomer gsm 2 kali,tapi masih begitu saja. Dan support by email belum ada balasan berhari hari"
Surya Cell,1,2024-09-03 07:56:20,"apalah ni aplikasi kenapa makin kesini susah buat login, kode nya ga bisa dikirim lewat SMS? malah disuruh nunggu reset seminggu lagi. tolong di perbaiki biar gampang buat login nya"
ricky .R,1,2024-09-03 04:18:36,Hai min Masih tidak bisa login min Internal error gitu Koneksi stabil Vpn off Layanan google play aktif Saya juga sudah mengajukan problem ke email terkait dan melampirkan foto permasalahan Sampai pada hari ini belum ada feedback Mohon segera di perbaiki dan feedback nya ya min
Ine Syafiza,1,2024-09-03 03:44:06,"Tele sekarang ga ky dulu.. klo mau daftar akun baru malah jdi nya ky login.. kendala mulu.. tolong di tingkatkan lagi agar mudah di akses saat pendaftaran akun baru, klo msih ga bisa.. di hapus aja apk tele nya,,"
Rosmaini Sihombing,1,2024-09-02 17:57:07,"udah make telegram dari tahun 2016, selama itu gapernah ada masalah, aman aman aja tapi kok makin kesini makin ga jelas ya, mau bikin akun baru pake nomor baru pun katanya harus minta kode di perangkat lain, sedangkan ini nomor baru loh, tolong dong di perbaiki"
